region,educ,age,female,industry,work_hours,wage,foreign_language,internet,alcohol,is_children,health,weight,height,smoke,year
Казань,2,48.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,30000.0,1,1,1,1,0,68.0,159.0,0,2020
Казань,1,54.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,35000.0,1,1,1,1,0,75.0,178.0,0,2020
Казань,2,28.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,40000.0,1,1,1,0,0,64.0,168.0,0,2020
Казань,2,34.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,30000.0,1,1,1,1,0,110.0,178.0,0,2020
Казань,1,67.0,1,ОБРАЗОВАНИЕ,6.0,12130.0,0,0,1,1,1,90.0,159.0,0,2020
Казань,0,45.0,0,ХИМИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,7.0,25000.0,0,1,1,1,1,89.0,184.0,1,2020
Казань,1,45.0,1,ХИМИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,7.0,25000.0,1,1,1,1,0,96.0,169.0,1,2020
Казань,2,38.0,0,"СМИ, ИЗДАТЕЛЬСТВО, ПЕЧАТЬ, ТЕЛЕКОММУНИКАЦИИ",8.0,35000.0,1,1,1,1,0,140.0,182.0,1,2020
Казань,0,51.0,0,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,8.0,27000.0,0,0,1,0,0,71.0,186.0,0,2020
Казань,2,36.0,1,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,35000.0,1,1,1,1,0,62.0,161.0,0,2020
Казань,2,44.0,1,"ТРАНСПОРТ, СВЯЗЬ",8.0,32000.0,1,1,1,1,0,69.0,167.0,0,2020
Казань,2,46.0,0,СТРОИТЕЛЬСТВО,12.0,20000.0,1,1,1,1,1,110.0,174.0,1,2020
Казань,2,62.0,0,ОБРАЗОВАНИЕ,7.0,15000.0,0,1,0,1,0,75.0,168.0,0,2020
Казань,2,29.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,25000.0,1,1,0,1,0,65.0,174.0,0,2020
Казань,2,27.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",10.0,20000.0,1,1,1,0,0,60.0,156.0,0,2020
Казань,0,63.0,0,СТРОИТЕЛЬСТВО,8.0,20000.0,0,0,1,1,0,65.0,170.0,1,2020
Казань,2,36.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",7.0,25000.0,0,1,1,1,1,95.0,160.0,0,2020
Казань,2,39.0,1,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,8.0,6700.0,0,1,1,1,1,54.0,167.0,0,2020
Казань,2,35.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,45700.0,0,1,1,1,0,79.0,175.0,0,2020
Казань,2,44.0,1,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,50000.0,0,1,0,1,0,68.0,172.0,0,2020
Казань,2,32.0,1,ЮРИСПРУДЕНЦИЯ,8.0,46000.0,1,1,0,1,0,50.0,164.0,0,2020
Курган,1,34.0,1,ЗДРАВООХРАНЕНИЕ,7.0,20000.0,0,1,1,1,0,82.0,164.0,0,2020
Курган,0,55.0,0,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,8.0,23000.0,0,1,1,1,0,74.0,172.0,0,2020
Курган,2,33.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,42800.0,1,1,1,1,0,105.0,178.0,1,2020
Курган,0,54.0,0,СТРОИТЕЛЬСТВО,8.0,30000.0,0,1,0,1,0,75.0,183.0,1,2020
Курган,0,28.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,7800.0,0,1,1,1,1,73.0,170.0,1,2020
Курган,2,26.0,0,"ТРАНСПОРТ, СВЯЗЬ",12.0,107000.0,1,1,1,0,1,73.0,184.0,0,2020
Курган,2,62.0,1,ОБРАЗОВАНИЕ,6.0,5000.0,1,0,0,1,1,65.0,158.0,0,2020
Курган,0,66.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,49000.0,0,1,1,1,0,76.0,163.0,0,2020
Курган,2,35.0,0,"ТРАНСПОРТ, СВЯЗЬ",8.0,70000.0,0,1,0,1,1,70.0,176.0,0,2020
Курган,1,55.0,0,"ТРАНСПОРТ, СВЯЗЬ",12.0,15000.0,0,0,1,1,1,86.0,185.0,0,2020
Курган,1,39.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,6.0,36000.0,0,1,1,1,1,70.0,172.0,1,2020
Курган,0,37.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,30000.0,0,1,1,1,0,68.0,177.0,1,2020
Курган,1,43.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,25000.0,0,1,1,1,0,95.0,165.0,1,2020
Курган,1,48.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,15000.0,0,1,0,0,0,64.0,168.0,0,2020
Курган,0,29.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12.0,25000.0,0,1,1,1,0,80.0,180.0,0,2020
Курган,2,57.0,1,ОБРАЗОВАНИЕ,7.0,15000.0,0,1,1,1,1,68.0,156.0,0,2020
"Оренбургская область, Орск",1,57.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,15000.0,0,1,1,1,0,85.0,164.0,0,2020
"Оренбургская область, Орск",0,56.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,17300.0,0,1,1,1,1,71.0,163.0,0,2020
"Оренбургская область, Орск",0,58.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,13000.0,0,0,1,1,1,80.0,185.0,1,2020
"Оренбургская область, Орск",0,62.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,12000.0,0,1,1,1,1,64.0,164.0,0,2020
"Оренбургская область, Орск",0,37.0,0,СТРОИТЕЛЬСТВО,8.0,18000.0,0,1,1,1,1,80.0,180.0,1,2020
"Оренбургская область, Орск",1,59.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",9.0,16700.0,0,1,1,1,1,72.0,163.0,0,2020
"Оренбургская область, Орск",1,34.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",9.0,27000.0,0,1,1,1,1,77.0,180.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",2,30.0,1,ОРГАНЫ УПРАВЛЕНИЯ,8.0,11500.0,1,1,1,1,0,55.0,168.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,43.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,27000.0,0,1,1,1,0,67.0,163.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",1,53.0,1,ФИНАНСЫ,8.0,22000.0,0,1,1,1,0,90.0,163.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,48.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,25000.0,0,0,0,1,0,82.0,192.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,36.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,30000.0,0,1,0,1,0,61.0,159.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,40.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,35000.0,0,1,1,0,0,73.0,175.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,34.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,35000.0,0,1,1,0,0,75.0,175.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",1,40.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",5.0,10500.0,0,1,1,1,0,77.0,173.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,60.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,30000.0,0,1,1,1,0,82.0,182.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",1,55.0,1,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,15000.0,0,1,0,1,1,85.0,152.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",2,56.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,45000.0,0,1,1,1,1,98.0,182.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,53.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,10500.0,0,0,0,1,1,50.0,165.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,33.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,30000.0,0,1,1,1,1,80.0,180.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,66.0,1,ЗДРАВООХРАНЕНИЕ,7.0,17000.0,0,0,0,1,0,75.0,156.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",2,39.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,80000.0,0,1,1,1,0,92.0,170.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,54.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",11.0,12500.0,0,1,1,1,0,80.0,168.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",1,58.0,0,СТРОИТЕЛЬСТВО,8.0,17240.0,0,0,1,1,0,70.0,168.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",1,66.0,1,СТРОИТЕЛЬСТВО,8.0,31400.0,0,1,1,1,0,62.0,150.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,34.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,37200.0,0,1,1,1,0,64.0,178.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",1,56.0,0,СТРОИТЕЛЬСТВО,10.0,47800.0,0,1,1,1,0,65.0,170.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,29.0,0,СТРОИТЕЛЬСТВО,8.0,35000.0,0,1,1,0,0,60.0,165.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,43.0,0,СЕЛЬСКОЕ ХОЗЯЙСТВО,12.0,12000.0,0,0,0,1,0,90.0,176.0,1,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,58.0,0,ОБРАЗОВАНИЕ,24.0,30000.0,0,0,1,1,0,93.0,179.0,0,2020
"Республика Чувашия, Шумерля и Шумерлинский район",0,53.0,1,ЗДРАВООХРАНЕНИЕ,12.0,2100.0,0,1,1,1,1,95.0,167.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",1,32.0,0,СТРОИТЕЛЬСТВО,8.0,45000.0,1,1,1,1,0,99.0,198.0,1,2020
"Ставропольский край, Георгиевск и Георгиевский район",1,58.0,1,ОБРАЗОВАНИЕ,4.0,8000.0,0,1,1,1,0,66.5,167.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,32.0,0,"ТРАНСПОРТ, СВЯЗЬ",24.0,22000.0,0,1,1,1,0,65.0,170.0,1,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,37.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,9150.0,0,1,0,1,0,50.0,158.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,63.0,1,СЕЛЬСКОЕ ХОЗЯЙСТВО,4.0,5000.0,0,0,1,1,1,64.0,160.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,44.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",12.0,10000.0,0,1,1,0,0,60.0,175.0,1,2020
"Ставропольский край, Георгиевск и Георгиевский район",1,34.0,0,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,15000.0,0,1,0,0,0,60.0,172.0,1,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,51.0,1,ОБРАЗОВАНИЕ,6.0,10000.0,0,1,0,1,0,62.0,155.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,58.0,0,ОБРАЗОВАНИЕ,8.0,10000.0,0,1,1,1,0,65.0,170.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,55.0,1,ОБРАЗОВАНИЕ,8.0,30000.0,0,1,1,1,0,89.0,165.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,35.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,10.0,10000.0,0,1,1,1,0,80.0,182.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,43.0,1,ОБРАЗОВАНИЕ,6.0,25000.0,0,1,0,1,1,88.0,170.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",1,52.0,1,ЗДРАВООХРАНЕНИЕ,24.0,21000.0,0,1,1,1,0,88.0,172.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,38.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,35000.0,0,1,1,1,0,85.0,168.0,1,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,37.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",9.0,17000.0,1,1,1,0,1,55.0,160.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,59.0,0,ЖИЛИЩНО-КОММУНАЛЬНОЕ ХОЗЯЙСТВО,8.0,15000.0,0,1,1,1,1,78.0,180.0,1,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,35.0,0,СТРОИТЕЛЬСТВО,12.0,24000.0,0,1,1,1,1,85.0,187.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,40.0,1,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,38000.0,0,1,1,1,0,70.0,172.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,37.0,1,ФИНАНСЫ,8.0,40000.0,0,1,1,1,0,67.0,169.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,32.0,1,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,17000.0,0,1,1,1,0,63.0,170.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,55.0,1,ОБРАЗОВАНИЕ,7.0,35000.0,0,1,0,1,1,85.0,165.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,32.0,1,ОБРАЗОВАНИЕ,8.0,16000.0,0,1,0,1,0,78.0,165.0,0,2020
"Ставропольский край, Георгиевск и Георгиевский район",0,49.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,26100.0,0,1,1,1,0,105.0,170.0,1,2020
"Ставропольский край, Георгиевск и Георгиевский район",2,47.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,23500.0,0,1,1,1,1,75.0,160.0,0,2020
"Алтайский край, Курьинский район",0,55.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,15000.0,0,1,1,1,0,83.0,178.0,0,2020
"Алтайский край, Курьинский район",0,56.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12.0,46000.0,0,1,1,1,0,80.0,167.0,1,2020
"Алтайский край, Курьинский район",0,52.0,1,"НАУКА, КУЛЬТУРА",7.0,17000.0,0,1,0,1,0,65.0,156.0,0,2020
"Алтайский край, Курьинский район",0,56.0,0,ЭНЕРГЕТИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,17000.0,0,1,1,1,0,80.0,165.0,0,2020
"Алтайский край, Курьинский район",1,33.0,0,СТРОИТЕЛЬСТВО,8.0,12000.0,0,1,1,1,0,60.0,165.0,1,2020
"Алтайский край, Курьинский район",0,40.0,0,ОРГАНИЗАЦИЯ ОБЩЕСТВЕННОГО ПИТАНИЯ,9.0,25000.0,0,1,1,0,0,70.0,168.0,1,2020
"Алтайский край, Курьинский район",0,36.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,17000.0,0,1,1,1,0,90.0,180.0,1,2020
"Алтайский край, Курьинский район",0,34.0,0,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,8.0,20000.0,0,1,0,0,0,70.0,170.0,0,2020
"Алтайский край, Курьинский район",1,37.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,25000.0,0,1,0,1,0,67.0,176.0,0,2020
"Алтайский край, Курьинский район",0,36.0,1,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,24.0,12200.0,0,1,0,1,0,69.0,158.0,0,2020
"Алтайский край, Курьинский район",1,53.0,1,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,12.0,50000.0,0,1,1,1,0,84.0,159.0,0,2020
"Алтайский край, Курьинский район",1,57.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",12.0,30000.0,0,1,1,1,0,83.0,170.0,0,2020
"Алтайский край, Курьинский район",0,47.0,0,СЕЛЬСКОЕ ХОЗЯЙСТВО,5.0,12000.0,0,0,0,1,1,80.0,172.0,1,2020
"Алтайский край, Курьинский район",2,33.0,0,СЕЛЬСКОЕ ХОЗЯЙСТВО,10.0,23000.0,0,1,0,0,0,68.0,186.0,0,2020
Красноярск,2,42.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",5.0,40000.0,1,1,0,1,1,74.0,176.0,0,2020
Красноярск,2,50.0,1,ЗДРАВООХРАНЕНИЕ,7.0,42000.0,0,1,1,1,0,53.0,162.0,0,2020
Красноярск,1,50.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,23000.0,0,1,1,1,1,72.0,156.0,0,2020
Красноярск,2,68.0,1,ЗДРАВООХРАНЕНИЕ,24.0,15000.0,0,1,1,1,0,80.0,156.0,0,2020
Красноярск,1,51.0,1,ДРУГАЯ ОТРАСЛЬ ТЯЖЕЛОЙ ПРОМЫШЛЕННОСТИ,11.0,42000.0,0,1,1,1,0,80.0,160.0,0,2020
Красноярск,0,75.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,25000.0,0,1,1,1,1,82.0,167.0,0,2020
Красноярск,2,45.0,0,"ДЕРЕВООБРАБАТЫВАЮЩАЯ ПРОМЫШЛЕННОСТЬ, ЛЕСНОЕ ХОЗЯЙСТВО",8.0,55000.0,0,1,0,1,0,105.0,175.0,0,2020
Красноярск,1,57.0,1,ЗДРАВООХРАНЕНИЕ,15.0,21000.0,0,1,1,1,0,54.0,160.0,0,2020
"Тверская область, Ржев и Ржевский район",0,50.0,0,СТРОИТЕЛЬСТВО,8.0,35000.0,1,1,1,1,1,82.0,178.0,0,2020
"Тверская область, Ржев и Ржевский район",2,40.0,1,ЗДРАВООХРАНЕНИЕ,3.0,10000.0,0,1,0,1,0,57.0,168.0,0,2020
"Тверская область, Ржев и Ржевский район",1,56.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",5.0,15000.0,0,1,1,1,0,80.0,175.0,1,2020
"Тверская область, Ржев и Ржевский район",1,52.0,1,ОБРАЗОВАНИЕ,8.0,16000.0,0,1,0,1,0,60.0,171.0,0,2020
"Тверская область, Ржев и Ржевский район",1,51.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,25000.0,0,0,0,1,0,87.0,173.0,0,2020
"Тверская область, Ржев и Ржевский район",0,53.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",12.0,25000.0,0,1,1,1,0,98.0,184.0,1,2020
"Тверская область, Ржев и Ржевский район",1,55.0,1,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",4.0,13000.0,0,1,1,1,1,63.0,164.0,0,2020
"Тверская область, Ржев и Ржевский район",1,30.0,0,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,8.0,30000.0,0,1,0,0,0,105.0,197.0,1,2020
"Тверская область, Ржев и Ржевский район",2,30.0,1,"ТРАНСПОРТ, СВЯЗЬ",8.0,18000.0,0,1,1,1,0,56.0,168.0,0,2020
"Тверская область, Ржев и Ржевский район",2,37.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",11.0,24000.0,0,1,1,1,0,63.0,163.0,0,2020
"Тверская область, Ржев и Ржевский район",0,31.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,12500.0,0,1,1,1,1,58.0,155.0,0,2020
"Тверская область, Ржев и Ржевский район",2,60.0,0,СТРОИТЕЛЬСТВО,10.0,40000.0,0,1,1,1,0,92.0,179.0,0,2020
"Тверская область, Ржев и Ржевский район",1,44.0,1,ОБРАЗОВАНИЕ,8.0,20000.0,0,1,1,1,0,70.0,161.0,1,2020
"Тверская область, Ржев и Ржевский район",1,39.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",12.0,19000.0,0,1,0,1,1,53.0,150.0,0,2020
"Тверская область, Ржев и Ржевский район",1,61.0,1,ОБРАЗОВАНИЕ,7.0,17000.0,0,1,0,1,1,86.0,163.0,0,2020
"Тверская область, Ржев и Ржевский район",1,36.0,0,ЗДРАВООХРАНЕНИЕ,24.0,68000.0,0,1,0,0,1,93.0,170.0,0,2020
Саратов,2,49.0,1,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,45000.0,0,1,1,1,1,83.0,161.0,0,2020
Саратов,0,55.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,24.0,30000.0,0,0,1,1,0,80.0,170.0,1,2020
Саратов,1,30.0,1,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,30000.0,0,1,0,1,0,90.0,160.0,1,2020
Саратов,2,51.0,1,ЮРИСПРУДЕНЦИЯ,8.0,17000.0,1,1,1,0,0,50.0,156.0,0,2020
Саратов,0,42.0,0,ЗДРАВООХРАНЕНИЕ,8.0,19200.0,0,1,1,0,0,95.0,180.0,0,2020
Саратов,2,37.0,1,ФИНАНСЫ,10.0,25000.0,0,1,0,1,0,54.0,170.0,0,2020
Саратов,1,46.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,17600.0,0,1,1,1,0,100.0,168.0,0,2020
Саратов,0,48.0,0,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,24600.0,0,1,1,1,0,88.0,180.0,0,2020
Саратов,2,44.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",12.0,30000.0,0,1,1,1,0,68.0,176.0,1,2020
Саратов,2,66.0,0,ЗДРАВООХРАНЕНИЕ,12.0,29600.0,0,1,1,1,0,93.0,182.0,0,2020
Саратов,2,41.0,0,ОБРАЗОВАНИЕ,10.0,23600.0,0,1,1,0,0,86.0,196.0,0,2020
Саратов,2,48.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,18600.0,1,1,1,1,0,55.0,155.0,1,2020
Саратов,0,49.0,0,СТРОИТЕЛЬСТВО,9.0,25000.0,0,0,1,1,0,66.0,170.0,1,2020
Саратов,1,46.0,1,ЗДРАВООХРАНЕНИЕ,24.0,52600.0,0,1,1,1,0,86.0,164.0,1,2020
Саратов,2,57.0,1,ОПЕРАЦИИ С НЕДВИЖИМОСТЬЮ,12.0,35000.0,0,1,1,1,0,59.0,148.0,0,2020
Саратов,1,34.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,12.0,27000.0,0,1,1,1,0,54.0,164.0,1,2020
Саратов,2,82.0,0,ЗДРАВООХРАНЕНИЕ,12.0,20000.0,0,1,0,1,0,67.0,163.0,0,2020
Саратов,0,56.0,1,ВОЕННО-ПРОМЫШЛЕННЫЙ КОМПЛЕКС,12.0,11000.0,0,0,0,1,0,100.0,170.0,0,2020
Саратов,1,31.0,1,ЗДРАВООХРАНЕНИЕ,8.0,18000.0,0,1,1,1,0,82.0,170.0,0,2020
Томск,2,81.0,1,ОБРАЗОВАНИЕ,6.0,20000.0,0,0,1,1,0,60.0,161.0,0,2020
Томск,2,70.0,1,ОБРАЗОВАНИЕ,9.0,24000.0,0,1,0,0,1,86.0,148.0,0,2020
Томск,2,40.0,1,СТРОИТЕЛЬСТВО,8.0,25000.0,1,1,1,1,0,87.0,166.0,0,2020
Томск,1,35.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",8.0,30000.0,0,1,1,1,0,75.0,160.0,1,2020
Томск,1,49.0,0,СТРОИТЕЛЬСТВО,8.0,42000.0,0,1,1,1,0,83.0,183.0,1,2020
Томск,1,38.0,0,ОБРАЗОВАНИЕ,12.0,80000.0,0,1,1,1,0,65.0,172.0,1,2020
Томск,1,40.0,1,ЗДРАВООХРАНЕНИЕ,7.0,40000.0,0,1,1,1,1,58.0,152.0,1,2020
Томск,0,60.0,0,"АРМИЯ, МВД, ОРГАНЫ БЕЗОПАСНОСТИ",24.0,15000.0,0,1,1,1,0,70.0,167.0,1,2020
Томск,0,39.0,0,СТРОИТЕЛЬСТВО,12.0,50000.0,0,1,1,0,1,73.0,170.0,1,2020
Томск,2,42.0,1,"ТОРГОВЛЯ, БЫТОВОЕ ОБСЛУЖИВАНИЕ",4.0,20000.0,1,1,1,1,0,90.0,168.0,0,2020
Томск,1,50.0,0,НЕФТЕГАЗОВАЯ ПРОМЫШЛЕННОСТЬ,8.0,20000.0,0,1,1,1,1,94.0,178.0,0,2020
Томск,1,27.0,0,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",8.0,50000.0,1,1,1,0,0,80.0,176.0,0,2020
Томск,0,53.0,0,ХИМИЧЕСКАЯ ПРОМЫШЛЕННОСТЬ,8.0,17000.0,0,1,1,1,0,82.0,178.0,1,2020
Томск,0,59.0,0,ГРАЖДАНСКОЕ МАШИНОСТРОЕНИЕ,8.0,25000.0,0,1,1,0,0,70.0,175.0,0,2020
Томск,2,54.0,1,"ТРАНСПОРТ, СВЯЗЬ",12.0,23000.0,0,1,1,1,0,52.0,150.0,0,2020
Томск,0,31.0,1,"ЛЕГКАЯ, ПИЩЕВАЯ ПРОМЫШЛЕННОСТЬ",12.0,18000.0,0,1,1,1,0,46.0,150.0,1,2020
